,Latitude,Longitude,cord
658,29.834772,-94.1704496,Jefferson
659,19.7073734,-155.08158,Hilo
660,43.5737361,-116.559631,Nampa
661,32.5357073,-93.4110049,Doyline
662,35.8667112,-83.5620518,Sevierville
663,40.0455918,-86.0085955,Noblesville
664,29.7028266,-98.1257348,New Braunfels
665,44.811349,-91.4984941,Eau Claire
666,41.4278437,-81.6146081,Cleveland (Garfield Heights)
667,51.456659,-0.9696512,Reading
668,34.2273712,-80.6892487,Lugoff
669,31.5604076,-91.403171,Natchez
670,34.1476452,-118.1444779,Pasadena
671,41.5165588,-94.2282377,Dexter
672,41.4136501,-90.5688924,Oak Grove
673,17.9712148,-76.7928128,Kingston
674,51.3471927,-2.9778916,Weston
675,33.9463456,-118.200981,South Gate
676,48.8437412,2.219344,Saint Cloud
677,38.2544472,-104.609141,Pueblo
678,42.1911969,-74.9946083,Hamden
679,33.7690164,-118.191604,Long Beach
680,43.207178,-71.537476,Concord
681,39.217549149999996,-84.54982692332038,Cincinnati (North College Hill)
682,34.4362013,-84.6999346,Fairmount
683,32.9481789,-96.7297206,Richardson
684,40.7456065,-96.62903065517717,Lees Summit
685,38.7042119,-91.4373845,Hermann
686,41.4411786,-90.5766144,Rock Island
687,53.722353,-1.3512543,Castleford
688,36.3145503,-82.397086,Johnson City (Gray)
689,28.741414499999998,-81.53442940374563,Apopka
690,39.8433769,-86.3977736,Brownsburg
691,42.6444914,-91.4011118,Edgewood
692,31.2578221,-95.9785301,Centerville
693,43.6521775,-94.4610832,Fairmont
694,35.9553737,-96.0088843,Glenpool
695,42.4461322,-87.8328505,Zion
696,30.1010324,-90.9928774,Donaldsonville
697,42.4750516,-92.0632129,Jesup
698,42.2444833,-83.145757,Ecorse
699,43.0979818,-88.4026935,Nashotah
700,30.4902452,-87.30688077423139,Pensacola (Bellview)
701,32.3132159,-89.7989402,Pelahatchie
702,45.4384958,10.9924122,Verona
703,29.6185669,-95.5377215,Missouri City
704,41.6611642,-86.1807031,Mishawaka
705,29.5639758,-95.2864299,Pearland
706,34.0922335,-117.435048,Fontana
707,36.1385621,-119.509567,Waukena
708,45.7539095,7.6196791,Merlin
709,30.048469,-99.1399464,Kerrville
710,-41.2887953,174.7772114,Wellington
711,27.998541000000003,-82.27488400225634,Seffner
712,31.7716364,-94.1301652,Shelby
713,42.6563906,-93.5009286,Dows
714,44.6402434,-93.1435497,Farmington
715,38.7060457,-88.0949352,Richland
716,33.931732499999995,-84.3624468155225,Atlanta (Sandy Springs)
717,33.4918203,-80.8556476,Orangeburg
718,37.7249296,-122.1560768,San Leandro
719,45.4997475,-122.4309766,Gresham
720,41.6333678,-87.6331021,Riverdale
721,28.3553873,-80.7318827,Cocoa
722,36.9479966,-81.0869747,Wytheville
723,50.000678,-86.000977,Ontario
724,36.3302284,-119.292058,Visalia
725,32.2666506,-97.1785429,Grandview
726,26.1670593,-80.1192589,Fort Lauderdale (Oakland Park)
727,37.0167898,-119.4004271,Tollhouse
728,35.7454291,-81.6870837,Morganton
729,59.938732,30.316229,Petersburg
730,37.2708788,-76.7074042,Williamsburg
731,33.6523712,-81.3612142,Wagener
732,38.43111865,-81.47562688489583,Elkview
733,43.7677968,-94.0196815,Delavan
734,33.8595492,-84.683824,Powder Springs
735,29.7911185,-95.50315788109191,Spring Valley
736,35.3777238,-119.14565861581144,Rosedale
737,35.3636563,-101.3353895,Carson
738,33.4255117,-111.9400164,Tempe
739,33.3806716,-84.7996573,Newnan
740,38.4192496,-82.445154,Huntington
741,46.601557,-120.510842,Yakima
742,40.1042402,-79.7505974,Whitsett
743,38.919049,-90.139517,Mission (Alton)
744,30.7626867,-96.9981706,Milam
745,36.539913999999996,-119.8450189373611,Caruthers
746,39.4667025,-87.4139119,Terre Haute
747,40.6840538,-73.4008102,Copiague
748,33.9004572,-98.5020777,Wichita Falls
749,26.1871857,-80.19638459058898,Fort Lauderdale (Tamarac)
750,38.560595,-86.9483205,Alfordsville
751,35.1414606,-85.1746774,Hixson
752,40.9646867,-75.9852789,Hazleton
753,31.7550511,-106.4882345,El Paso
754,34.6812012,-87.4061342,Town Creek
755,33.9566391,-83.9890066,Lawrenceville
756,38.9305223,-76.8958185,Hyattsville (Landover)
757,42.4792618,-71.1522766,Woburn
758,47.0639275,-109.428213,Lewistown
759,29.8992635,-89.89338721140962,Violet
760,40.7048242,-73.6501295,West Hempstead
761,35.7065004,-81.2184383,Conover
762,34.0133561,-117.690075,Chino
763,40.5543106,-123.1830839,Hayfork
764,41.8239891,-71.4128343,Providence
765,35.209129,-118.828431,Arvin
766,-35.07568045,141.61580357040148,Salt Lake City (Murray)
767,34.0280619,-117.953097,La Puente
768,48.4086571,7.2386756,Belmont
769,52.4182634,-115.5581743,Trout Creek
770,40.749517,-73.485536,Bethpage
771,39.3881556,-77.8855516,Kearneysville
772,29.9110378,-91.6634484,Jeanerette
773,37.8298155,-82.8421066,Staffordsville
774,23.6585116,-102.0077097,Mexico
775,38.6022454,-77.3408453,Dumfries (Montclair)
776,30.0056275,-97.1559077,Smithville
777,48.2765903,-116.553247,Sandpoint
778,29.5957696,-90.7195348,Houma
779,30.7485258,-94.000884,Jasper
780,52.1678912,0.3791921,Brinkley
781,37.8845813,-4.7760138,Cordova
782,38.7164771,-75.0835107,Rehoboth Beach
783,33.0195772,-94.1990757,Bivins
784,40.1745538,-74.9226665,Langhorne
785,41.5931049,-81.5267873,Euclid
786,40.1734049,-79.8575467,Donora
787,33.0136764,-96.6925096,Plano
788,39.1100763,-80.4065446,Jane Lew
789,28.6714702,-81.3382005,Casselberry
790,33.2467807,-84.2640904,Griffin
791,42.4683698,-82.9554746,Eastpointe
792,34.0550328,-117.1827445,Redlands
793,34.1976308,-119.1803818,Oxnard
794,43.1433382,-91.9326637,Fort Atkinson
795,29.8202205,-94.3840777,Winnie
796,42.4422099,-87.8047847,Zion (Beach Park)
797,35.1740471,-79.3922539,Southern Pines
798,36.550238,-82.5594293,Kingsport
799,38.6833847,-90.3076143,Saint Louis (Pagedale)
800,27.4093624,-82.3580437,Littleton (Lakewood)
801,36.4412509,-76.6944133,Gates
802,41.4730948,-87.0611412,Valparaiso
803,29.286868,-98.6482144,Von Ormy
804,33.4942189,-111.9260184,Scottsdale
805,-6.8699697,-75.0458515,Peru
806,38.9392997,-76.9337983,Bladensburg
807,46.0612076,-64.8033246,Riverview
808,40.2205944,-74.7597219,Trenton
809,41.24832285,-74.62453950487713,Sussex (Wantage)
810,30.0156248,-90.0518356,New Orleans (Gentilly)
811,57.4891455,-4.1348941,Culloden
812,46.8701049,-113.995267,Missoula
813,43.397,2.23205,Lacombe
814,38.5857427,-90.1449198,East Saint Louis (Sauget)
815,41.0534302,-73.5387341,Stamford
816,36.3401384,-80.4742242,Pilot Mountain
817,42.5083272,-89.031784,Beloit
818,50.4855665,7.2293555,Waldorf
819,35.2626635,-77.5816353,Kinston
820,26.339806,-81.7786972,Bonita Springs
821,38.661953,-90.5643258,Chesterfield
822,46.1421249,-122.905299,Kelso
823,-20.397,115.5584,Hurricane
824,42.1633443,-123.6479309,Cave Junction
825,48.8759778,2.3444894,Cadet
826,31.0297095,-96.1169986,Normangee
827,42.325578,-87.8411818,North Chicago
828,33.617235,-86.685371,Birmingham (Center Point)
829,39.8337,-84.1622,Dayton (Huber Heights)
830,39.056191,-84.569164,Ft Mitchell (Crescent Springs)
831,43.2970674,-91.9883357,Ridgeway
832,33.4494147,-92.16876,Bradley
833,40.0847055,-104.813027,Fort Lupton
834,33.8825705,-118.1167679,Bellflower
835,32.9138914,-80.0088359,Hanahan
836,31.4486118,-102.5163544,Crane
837,7.2274745,-8.9838128,Mc Bain
838,33.8454176,-81.6617723,Ridge Spring
839,33.9528472,-84.5496148,Marietta
840,33.9761238,-117.905339,Rowland Heights
841,36.098007,-119.5604015,Corcoran
842,32.8550965,-90.4056469,Yazoo City
843,37.132893,-81.5270544,North Tazewell
844,40.5130953,-74.8591333,Flemington
845,30.853241,-88.0561106,Satsuma
846,30.2094574,-95.7508098,Magnolia
847,29.7355047,-94.9774274,Baytown
848,52.241001350000005,1.0466830312565236,Suffolk
849,37.6688205,-122.080796,Hayward
850,44.3213695,-88.9337226,Weyauwega
851,31.4173935,-89.5422909,Sumrall
852,36.3937519,-78.9827881,Roxboro
853,42.1294712,-80.0852695,Erie
854,32.7666103,-96.599472,Mesquite
855,41.7042978,-111.7451159,Cache
856,36.6744117,-121.655037,Salinas
857,40.9908706,-78.4457422,Clearfield
858,47.5328719,-92.6226926,Mountain Iron
859,25.9023168,-80.2503271,Opa Locka
860,40.476112,-80.05176133472763,Mc Kees Rocks (Mckees Rocks)
861,41.2951563,-83.1555438,Sandusky
862,35.44925,-89.8150833,Munford
863,36.697976499999996,-79.94492174966402,Fieldale
864,30.7387998,-88.0788889,Prichard
865,35.8460396,-86.3921096,Murfreesboro
866,33.9694561,-118.1503953,Bell Gardens
867,43.352487,-97.437286,Freeman
868,55.670249,10.3333283,Denmark
869,33.3703197,-112.583776,Buckeye
870,40.8974812,-93.7349566,Weldon
871,40.4416941,-79.9900861,Pittsburgh
872,38.0686668,-78.8893999,Waynesboro
873,45.2613104,9.491678060021837,Lodi
874,40.75839,-82.5154471,Mansfield
875,44.0505054,-123.0950506,Eugene
876,51.5588077,-9.1399099,Union Hall
877,35.418306,-119.43018293665756,Buttonwillow
878,32.3293111,-96.6252679,Ennis
879,39.41484355,-76.79182399596584,Owings Mills
880,39.799232,-75.06416988211788,Blackwood
881,47.2455013,-122.438329,Tacoma
882,35.1509249,-93.8068652,Magazine
883,37.1641544,-120.7678602,Merced
884,36.5277607,-87.3588703,Clarksville
885,29.3565001,-98.8788844,Castroville
886,52.0941323,1.3199383,Woodbridge
887,38.6920451,-75.4013315,Delaware
888,53.3498006,-6.2602964,Dublin
889,34.2625025,-118.427027,Pacoima
890,33.4489971,-86.9216588,Birmingham (Midfield)
891,35.140311,-79.15414649804102,Fort Bragg
892,42.6606177,-78.0855638,Silver Springs
893,-37.8142176,144.9631608,Melbourne
894,38.784824900000004,-76.9694015528087,Oxon Hill
895,44.4870161,-69.1365185,Waldo
896,39.2064933,-94.4908401,Kansas City (Claycomo)
897,-30.066694,117.6606612912291,Remlap
898,35.9018987,-92.7098744,Searcy
899,39.9547861,-82.8121191,Reynoldsburg
900,35.2626918,-116.6845835,Fort Irwin
901,40.7862124,-73.7137421,Thomaston
902,35.9556924,-80.0053176,High Point
903,35.3692877,-81.9567716,Rutherfordton
904,43.08436,-79.0614686,Niagara Falls
905,38.2973519,-78.4400099,Stanardsville
906,33.1368252,-95.5656578,Hopkins
907,33.8963593,-118.3053037,Gardena
908,42.2222614,-83.3965995,Romulus
909,42.2681569,-83.7312291,Ann Arbor
910,33.6456586,-96.0194177,Pettigrew
911,46.500283,-66.750183,New Brunswick
912,47.88338804999999,-55.76861996265019,Morrisville
913,41.803668,-80.056444,Cambridge Springs
914,27.5960827,-81.5060858,Avon Park
915,32.7734728,-92.4056986,Farmerville
916,36.7620301,-83.6949176,Pineville
917,38.6653297,-90.3759499,Saint Louis (Olivette)
918,-42.8825088,147.3281233,Hobart
919,30.9732384,-87.2638628,Century
920,29.9942265,-90.2417806,Kenner
921,35.2387504,-81.0750757,Cramerton
922,61.5995703,-149.11109,Palmer
923,44.950321900000006,-93.25249625000001,Minneapolis (Bloomington)
924,27.82826,-82.37187856336033,Gibsonton
925,28.818746750000003,-81.64585723799206,Mount Dora
926,47.6038321,-122.330062,Seattle
927,30.7313599,-90.5088419,Amite (Amite City)
928,32.944012,-85.9538532,Alexander City
929,38.9073846,-101.7565099,Wallace
930,41.5595723,-98.9805484,Valley
931,34.3387802,-78.7030721,Whiteville
932,38.6840715,-121.21839903078865,Orangevale
933,33.5559483,-116.6745701,Anza
934,36.3967623,-97.8791341,Enid
935,27.3497671,-82.161478,Myakka City
936,36.8252277,-119.7029194,Clovis
937,29.6487882,-81.6372111,Palatka
938,35.3414745,-89.8973084,Millington
939,38.6297413,-77.3171763842517,Woodbridge (Dale City)
940,32.4490141,-81.7832912,Statesboro
941,57.1482429,-2.0928095,Aberdeen
942,35.2723358,-82.7062357,Pisgah Forest
943,36.9092773,-121.7529071,Watsonville
944,43.9649659,-66.05209,Brenton
945,45.8260909,-77.113541,Pembroke
946,33.2641009,-81.4190808,Barnwell
947,38.1040864,-122.2566367,Vallejo
948,32.6781085,-117.0991967,National City
949,42.2966861,-89.6212271,Freeport
950,29.0427592,-81.9292505,Ocklawaha
951,29.469414,-95.014124,Dickinson (San Leon)
952,38.5492801,-75.2457443,Dagsboro
953,44.5645659,-123.2620435,Corvallis
954,32.8234621,-97.1705678,Hurst
955,43.7128967,-87.9370433,Sheboygan
956,38.788449,-77.23282113888888,Springfield (West Springfield)
957,42.5746013,-83.2802311,Bloomfield Township
958,30.3674198,-89.0928155,Gulfport
959,40.2414952,-75.2837862,Lansdale
960,30.7807244,-91.3763353,Saint Francisville
961,39.5404679,-119.7487235,Sparks
962,38.2234533,-80.0945099,Marlinton
963,41.6362152,-70.934205,New Bedford
964,48.090574,-105.640557,Wolf Point
965,42.1264859,-93.9685535,Fraser
966,6.8137426,-58.1624465,Georgetown
967,34.8142093,-106.7613067,Los Lunas
968,31.0237921,-87.4938708,Atmore
969,33.3926893,-95.6749486,Delta
970,45.423856,-88.09539,Athelstane
971,45.3099218,-122.76816,Wilsonville
972,32.3528055,-90.8777342,Vicksburg
973,29.9691116,-95.6971686,Cypress
974,32.0723862,-84.2326876,Americus
975,34.6583032,-90.818564,Mc Kee
976,38.1839705,-83.4326841,Morehead
977,36.8524545,-121.4016021,Hollister
978,46.652182,-96.41979,Barnesville
979,36.1910021,-105.6707221,Vadito
980,52.6421055,-2.6353218,Severn
981,42.2410562,-83.613055,Ypsilanti
982,36.084409,-106.05813552130326,Alcalde
983,42.8225596,-78.5844695,Aurora (Centennial)
984,42.3775361,-96.0607187,Woodbury
985,42.6999921,-91.0742964,Millville
986,33.6076186,-88.6503255,West Point
987,47.40033525,-122.29682293234669,Seattle (Des Moines)
988,30.547295,-88.18020367595204,Theodore
989,32.144316,-85.7149495,Union Springs
990,37.8192526,-83.8239902,Powell
991,-17.020269550000002,-66.27054519162304,Represa
992,35.4726626,-77.4155203,Ayden
993,42.0884,-78.153343,Richburg
994,32.4084539,-91.1869112,Tallulah
995,37.9716898,-100.8726618,Garden City
996,30.1990738,-102.0974881,Terrell
997,34.8282235,-78.0230417,Rose Hill
998,41.7075394,-86.8950297,Michigan City
999,47.6777173,-94.9071786,Puposky
1000,42.3222599,-83.1763145,Dearborn
1001,37.8092463,-85.4669015,Bardstown
1002,38.8849913,-76.9134765,Capitol Heights
1003,27.7677894,-80.6013691,Fellsmere
1004,35.8831786,-80.081817,Thomasville
1005,41.4153313,-81.565956,Maple Heights
1006,33.8553915,-89.3114613,Calhoun City
1007,36.6248089,-121.1177379,San Benito
1008,37.316934,-90.02781236389168,Glen Allen
1009,49.3780921,2.4141907,Clermont
1010,37.4781901,-79.7514284,Lithia
1011,43.1329504,-115.691197,Mountain Home
1012,29.8826436,-97.9405828,San Marcos
1013,47.379398,-94.60415,Cass Lake
1014,32.2627416,-107.7581979,Deming
1015,40.6102386,-80.267726,Aliquippa
1016,26.318342,-80.0996306,Deerfield Beach
1017,40.6639916,-74.2107006,Elizabeth
1018,34.383409,-103.0380016,Farwell
1019,33.6492731,-87.0686089,West Jefferson
1020,42.321246,-88.8235511,Boone
1021,34.9248667,-81.0250784,Rock Hill
1022,40.8077797,-84.0572225,Allen
1023,51.77046785,0.46466977412300386,Essex
1024,40.0149856,-105.270545,Boulder
1025,34.0659329,-84.6768796,Acworth
1026,42.0447388,-87.6930459,Evanston
1027,45.060735,7.923549,Piedmont
1028,41.6721976,-94.4985983,Guthrie
1029,33.8956647,-94.8263281,Idabel
1030,34.1209292,-93.053784,Arkadelphia
1031,42.9105722,-87.8606367,South Milwaukee
1032,37.41817,-81.4873265,Vivian
1033,26.973524,-80.131002,Loxahatchee
1034,41.3082138,-72.9250518,New Haven
1035,28.6644827,-82.1117399,Bushnell
1036,40.3478472,-79.864215,Mckeesport
1037,40.1936892,-85.3865271,Muncie
1038,33.1216751,-117.0814849,Escondido
1039,30.7910204,-89.8486858,Bogalusa
1040,36.5963395,-119.450402,Reedley
1041,34.1338751,-117.9056046,Azusa
1042,38.775007,-95.1863603,Baldwin City
1043,33.5204959,-84.3591713,Clayton
1044,40.4574358,-82.7771661,Morrow
1045,37.5737487,-85.740353,Hodgenville
1046,37.2555718,-77.4112016,Colonial Heights
1047,40.1484053,-79.8878254,Monessen
1048,35.0081474,-90.7898342,Forrest City
1049,32.7459645,-96.9977846,Grand Prairie
1050,28.185916,-82.1490420695828,Crystal Springs
1051,30.9038252,-84.5754768,Bainbridge
1052,40.1045549,-74.951279,Bensalem
1053,34.6565154,-81.9650977,Enoree
1054,47.9793437,-122.2127011,Everett
1055,31.9795943,-87.5880561,Pine Hill
1056,36.7183708,-76.2466798,Chesapeake
1057,37.3043154,-77.2872001,Hopewell
1058,45.51552355,-122.7057111913291,Washington Park
1059,45.041514649999996,-93.28331475373835,Minneapolis (Brooklyn Park)
1060,30.7015741,-91.4362242,New Roads
1061,29.5427297,-95.0204837,Kemah
1062,33.8901036,-84.1429719,Lilburn
1063,43.1608097,16.6931431,Elsa
1064,32.8620726,-80.677114,Colleton (county)
1065,36.3936587,-86.3080463,Castalian Springs
1066,-36.5986096,144.6780052,Victoria
1067,38.7071247,-121.2810611,Citrus Heights
1068,29.4436555,-97.5108636,Gonzales
1069,29.3666393,-82.1973184,Reddick
1070,38.83897605,-76.96228262254795,Temple Hills (Hillcrest Heights)
1071,33.2786225,-85.113782,Heard (county)
1072,26.1275862,-80.2331036,Plantation
1073,39.9295194,-75.2690443,Lansdowne (Yeadon)
1074,41.6279881,-87.6674744,Harvey (Dixmoor)
1075,36.8529841,-75.9774183,Virginia Beach
1076,42.2470149,-77.6938807,Hartsville
1077,30.5955289,-96.3071042,College Station
1078,29.5688411,-97.9647269,Seguin
1079,36.0525993,-95.7908195,Broken Arrow
1080,39.0520902,-88.6029006,Effingham
1081,38.744707,-90.3038975,Saint Louis (Ferguson)
1082,32.8392013,-86.6309229,Clanton
1083,30.4380832,-84.2809332,Tallahassee
1084,49.9358323,-113.770897,Willow Creek
1085,32.149092,-81.1631681,Port Wentworth
1086,50.9925478,-4.4821686,Hartland
1087,39.6651122,-75.6599297,Christiana
1088,40.2452976,-75.6496424,Pottstown
1089,55.9495699,-3.1914536,Old Town
1090,39.017316,-94.282265,Blue Springs
1091,39.2127031,-78.279166,Frederick
1092,46.2087066,-119.119919,Kennewick
1093,42.0953049,-87.9375694,Prospect Heights
1094,42.4969652,-82.8890965,Saint Clair Shores
1095,34.5636358,-111.854317,Camp Verde
1096,42.1316746,-77.1411609,Erwin
1097,32.0810721,-81.1883201,Savannah (Garden City)
1098,31.0834452,-95.1219348,Trinity
1099,28.683293,-80.84574020791968,Mims
1100,41.5997498,-90.9107038,Durant
1101,34.0395459,-100.7744062,Motley
1102,37.2527964,-121.0099391,Gustine (Santa Nella)
1103,35.978775,-119.29479637596647,Pixley
1104,40.767323,-74.2048677,East Orange
1105,34.6173803,-79.6847814,Bennettsville
1106,39.908732,-104.9957533,Denver (Northglenn)
1107,40.9379727,-79.2192697,Mc Gregor
1108,37.1000973,-84.1148273,Laurel
1109,40.6022059,-75.4712794,Allentown
1110,34.3334398,-80.5669895,Kershaw
1111,32.9961038,-80.0387292,Goose Creek
1112,42.0289319,-87.8122348,Niles
1113,32.7589648,-97.7970748,Weatherford
1114,43.0345076,-77.1574773,Port Gibson
1115,30.8327022,-83.2784851,Valdosta
1116,36.0959715,-79.2669619,Mebane
1117,32.65232605,-85.45560549441299,Opelika
1118,40.6149174,-111.9106607,Midvale
1119,41.3673191,-82.1073583,Elyria
1120,52.381280950000004,-1.5412092466590628,Hollywood (West Park)
1121,33.7746292,-117.9463717,Garden Grove
1122,41.767249,-73.2543049,Litchfield
1123,39.727888,-75.9224428,Elk Mills
1124,42.735863,-83.4188304,Clarkston
1125,39.3328346,-76.7594551,Windsor Mill
1126,40.3814581,-79.8597708,Duquesne
1127,30.2043259,-92.0298813,Lafayette
1128,53.7974185,-1.5437941,Leeds
1129,48.2931559,-122.643224,Oak Harbor
1130,34.1010753,-118.3415105,Los Angeles (Hollywood)
1131,33.1626194,-96.9375051,Little Elm
1132,41.018139,-75.9949252,Drums
1133,32.5066112,-93.65149358770904,Bossier City
1134,35.359542,-83.8337785,Graham
1135,33.7558824,-84.1655302,Redan
1136,40.972415,-117.7347619,Winnemucca
1137,40.1672117,-105.1019287,Longmont
1138,32.5537585,-83.8874084,Fort Valley
1139,41.5750369,-87.2389246,Lake Station
1140,33.9316066,-117.9454867,La Habra
1141,38.4391517,-89.1627456,Irvington
1142,30.5254692,-89.6795084,Picayune
1143,31.2135511,-82.3540178,Waycross
1144,33.38244155,-111.95574842493764,Tempe (Guadalupe)
1145,30.5083577,-95.1902362,San Jacinto
1146,35.2521996,-92.6888936,Conway
1147,42.7260523,-87.7825242,Racine
1148,37.7712067,-82.7579371,Van Lear
1149,39.7173375,-74.9693329,Sicklerville
1150,37.5816182,-106.1496731,Monte Vista
1151,36.105534500000005,-77.71278149494381,Whitakers
1152,33.4598415,-94.4154787,New Boston
1153,29.4119166,-82.1098156,Citra
1154,44.0745646,-66.1151,Mayflower
1155,31.3151708,-85.8552161,Enterprise
1156,29.780084,-95.1675499,Houston (Cloverleaf)
1157,40.385549,-105.04436132094955,Loveland
1158,54.63533405,-7.261148467859144,Tyrone
1159,36.624394,-119.31373,Orange Cove
1160,64.837845,-147.716675,Fairbanks
1161,37.420948,-81.4401034,Northfork
1162,34.02332,-84.360022,Roswell
1163,33.7955237,-97.1438728,Thackerville
1164,33.857328,-84.0199108,Snellville
1165,28.1067315,-81.6287423,Haines City
1166,33.6794956,-116.17628,Coachella
1167,34.0514898,-84.0712997,Suwanee
1168,42.03726,-88.2810994,Elgin
1169,53.1908873,-2.8908955,Chester
1170,41.4400344,-87.683377,University Park
1171,47.8278656,-122.3053932,Lynnwood
1172,50.8214626,-0.1400561,Brighton
1173,33.7514966,-84.7477136,Douglasville
1174,44.311461,-96.79844,Brookings
1175,40.125222,-87.6304614,Danville
1176,42.3192548,-85.1824269,Battle Creek
1177,44.3169175,-84.77587891876972,Houghton Lake
1178,34.9553719,-90.0348139,Horn Lake
1179,43.8065466,-118.3774232,Drewsey
1180,30.4393696,-97.6200043,Pflugerville
1181,40.2502582,-103.799951,Fort Morgan
1182,35.083975,-92.2079277,Vilonia
1183,32.8998822,-105.9602081,Alamogordo
1184,37.3420146,-77.9809885,Amelia Court House
1185,39.9284459,-75.2737955,Upper Darby
1186,36.6116174,-119.527073,Parlier
1187,27.9184543,-82.3488057,Hillsborough
1188,42.2625621,-71.8018877,Worcester
1189,38.3558615,-104.7112109849374,Pueblo (Pueblo West)
1190,38.4089431,-90.570125,House Springs
1191,38.7706371,-82.1987576,Gallipolis Ferry
1192,38.0618041,-78.699186,Parkview
1193,29.5633199,-95.019723,Seabrook
1194,33.9798472,-117.4515754,Riverside (Jurupa Valley)
1195,32.4996147,-110.926146,Catalina
1196,41.3815042,-81.73071857450245,Cleveland (Parma)
1197,33.6516643,-84.4487904,Atlanta (College Park)
1198,55.7504461,37.6174943,Moscow
1199,34.6381255,-99.3339754,Altus
1200,41.7823216,-72.6120346,East Hartford
1201,32.397118,-82.0601196,Metter
1202,37.461316999999994,-122.1307564937631,Palo Alto (East Palo Alto)
1203,36.2452294,-101.8858689,Sherman
1204,32.7425516,-117.0314172,Lemon Grove
1205,26.0031465,-80.223937,Pembroke Pines
1206,37.5131191,-77.3465081,Henrico
1207,-12.0621065,-77.0365256,Lima
1208,30.0541116,-97.3887764,Bastrop
1209,34.7698774,-80.227841,Mount Croghan
1210,36.2956836,-76.2247697,Elizabeth City
1211,32.792,-115.563051,El Centro
1212,35.3848841,-77.9927651,Goldsboro
1213,40.126139,-82.9295287,Westerville
1214,26.623679,-80.1253213,Greenacres
1215,39.1595439,-76.61515136556432,Glen Burnie
1216,31.0746347,-97.6590473,Harker Heights
1217,32.9832812,-82.8116031,Sandersville
1218,49.9172707,-108.6546946,Carmichael
1219,39.4862777,-75.0254256,Vineland
1220,43.8122836,-91.2514355,La Crosse
1221,34.3266879,-81.5830086,Newberry
1222,43.542757,-75.1481227,White Lake
1223,51.161750850000004,-3.0753867062227487,Somerset
1224,41.4791272,-87.6445104,Chicago Heights (Lynwood)
1225,35.4495097,-97.3967025,Oklahoma City (Midwest City)
1226,23.0131338,-80.8328748,Cuba
1227,33.8752945,-117.5664449,Corona
1228,38.5536601,-89.5384209,Germantown
1229,34.2011078,-118.5978087,Canoga Park
1230,44.8906694,-93.0372808,South Saint Paul
1231,38.5189937,-80.5889797,Erbacon
1232,46.0664228,11.1257601,Trent
1233,32.912624,-96.6388833,Garland
1234,41.2230048,-111.9738429,Ogden
1235,41.0359418,-80.5362257,Lowellville
1236,42.0415823,-87.8873916,Des Plaines
1237,32.665135,-114.47603157249804,Yuma
1238,33.42553265,-86.79528062807375,Birmingham (Vestavia Hills)
1239,29.4657731,-81.2576832,Bunnell
1240,33.6670616,-93.5915665,Hope
1241,40.287741,-74.93748584652778,Newtown (Upper Makefield)
1242,31.6429346,-97.9715967,Hamilton (county)
1243,46.488547,-87.667636,Ishpeming
1244,36.4040273,-79.3361314,Yanceyville
1245,32.8795266,-111.757311,Casa Grande
1246,26.640628,-81.8723084,Fort Myers
1247,39.8467414,-75.7116997,Kennett Square
1248,42.098698,-75.9125187,Binghamton
1249,-6.9215529,107.6110212,Bandon
1250,40.44334885,-79.88672598105194,Pittsburgh (Wilkinsburg)
1251,50.7255794,-3.5269497,Exeter
1252,31.1279652,-92.0662356,Marksville
1253,37.6820583,-121.768053,Livermore
1254,36.3781607,-95.6190889,Rogers
1255,35.4798757,-79.1802994,Sanford
1256,33.9204209,-118.2418543,Willowbrook
1257,35.9471931,-97.9641244,Kingfisher
1258,30.3132453,-89.3343223,Bay Saint Louis
1259,29.0552507,-82.0623105,Belleview
1260,33.4946353,-117.1473661,Temecula
1261,38.3031837,-77.4605399,Fredericksburg
1262,35.3737111,-83.2259803,Sylva
1263,46.4481521,-87.6305899,Marquette
1264,33.6130338,-112.324486,El Mirage
1265,30.1765914,-85.805386,Panama City Beach
1266,37.2698395,-81.2223195,Bluefield
1267,47.1459364,-122.43660646435322,Tacoma (Parkland)
1268,41.5235808,-90.5770967,Davenport
1269,41.571713,-87.6945746,Hazel Crest
1270,39.81912,-75.408524,Marcus Hook (Trainer)
1271,40.6916081,-75.2099866,Easton
1272,37.0372999,-95.6163634,Coffeyville
1273,35.284733,-81.283906,Bessemer City
1274,42.851748650000005,-85.61931471229622,Grand Rapids (Kentwood)
1275,32.789746,-97.321818,Fort Worth (Watauga)
1276,36.06523,-119.0167679,Porterville
1277,39.4233043,-84.5936897,Butler
1278,40.22650935,-104.98491328197139,Mead
1279,39.0598412,-77.0671834,Silver Spring (Wheaton)
1280,33.3618814,-112.1533861,Laveen
1281,33.8389977,-83.9007382,Loganville
1282,32.4407788,-97.7926088,Granbury
1283,33.4355977,-112.349602,Avondale
1284,31.8696309,-82.5943026,Hazlehurst
1285,31.549333,-97.1466695,Waco
1286,38.81050355,-76.95000596047004,Temple Hills (Marlow Heights)
1287,42.2509914,-71.0037374,Quincy
1288,4.6125522,13.1535811,Cameron
1289,35.5285816,-78.3768021,Johnston
1290,41.0324537,-89.2998456,Marshall
1291,25.8965633,-80.3052918571416,Hialeah (Miami Lakes)
1292,27.3365805,-82.5308545,Sarasota
1293,33.924831,-118.2024154,Lynwood
1294,30.4241219,-95.4796587,Willis
